origin_id,origin_dipslay_name,destination_id,destination_display_name,date_range,mean_travel_time,range_lower,range_upper
"177","1230 Peachtree St NE, Atlanta, GA","2","Census Tract 234.21","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2476,1585,3865
"177","1230 Peachtree St NE, Atlanta, GA","3","Census Tract 214.11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1198,895,1603
"177","1230 Peachtree St NE, Atlanta, GA","4","Census Tract 214.16","9/1/2019 - 9/30/2019, Weekdays, Daily Average",899,642,1257
"177","1230 Peachtree St NE, Atlanta, GA","5","Census Tract 215.04","9/1/2019 - 9/30/2019, Weekdays, Daily Average",875,601,1273
"177","1230 Peachtree St NE, Atlanta, GA","7","Census Tract 503.11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1673,1205,2320
"177","1230 Peachtree St NE, Atlanta, GA","9","Census Tract 66.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1479,1040,2101
"177","1230 Peachtree St NE, Atlanta, GA","10","Census Tract 67","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1262,820,1941
"177","1230 Peachtree St NE, Atlanta, GA","11","Census Tract 93","9/1/2019 - 9/30/2019, Weekdays, Daily Average",612,429,871
"177","1230 Peachtree St NE, Atlanta, GA","12","Census Tract 94.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",521,334,812
"177","1230 Peachtree St NE, Atlanta, GA","13","Census Tract 101.08","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2001,1563,2561
"177","1230 Peachtree St NE, Atlanta, GA","15","Census Tract 101.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1268,884,1818
"177","1230 Peachtree St NE, Atlanta, GA","16","Census Tract 102.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1424,1047,1935
"177","1230 Peachtree St NE, Atlanta, GA","17","Census Tract 102.08","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1892,1341,2668
"177","1230 Peachtree St NE, Atlanta, GA","18","Census Tract 105.07","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1649,1239,2193
"177","1230 Peachtree St NE, Atlanta, GA","20","Census Tract 105.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1846,1417,2403
"177","1230 Peachtree St NE, Atlanta, GA","21","Census Tract 106.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1616,1194,2185
"177","1230 Peachtree St NE, Atlanta, GA","22","Census Tract 106.03","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1651,1169,2331
"177","1230 Peachtree St NE, Atlanta, GA","23","Census Tract 106.04","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1597,1182,2157
"177","1230 Peachtree St NE, Atlanta, GA","24","Census Tract 303.30","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1565,1286,1904
"177","1230 Peachtree St NE, Atlanta, GA","25","Census Tract 313.11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1472,1111,1948
"177","1230 Peachtree St NE, Atlanta, GA","31","Census Tract 101.22","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1347,953,1903
"177","1230 Peachtree St NE, Atlanta, GA","33","Census Tract 303.32","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1874,1438,2441
"177","1230 Peachtree St NE, Atlanta, GA","36","Census Tract 310.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1264,962,1660
"177","1230 Peachtree St NE, Atlanta, GA","37","Census Tract 303.20","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1204,892,1624
"177","1230 Peachtree St NE, Atlanta, GA","38","Census Tract 305.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1381,1034,1842
"177","1230 Peachtree St NE, Atlanta, GA","40","Census Tract 313.07","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2232,1625,3065
"177","1230 Peachtree St NE, Atlanta, GA","41","Census Tract 303.19","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1748,1318,2317
"177","1230 Peachtree St NE, Atlanta, GA","42","Census Tract 311.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1548,1123,2132
"177","1230 Peachtree St NE, Atlanta, GA","43","Census Tract 303.18","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1674,1255,2231
"177","1230 Peachtree St NE, Atlanta, GA","45","Census Tract 305.04","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1313,986,1747
"177","1230 Peachtree St NE, Atlanta, GA","46","Census Tract 311.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1550,1170,2053
"177","1230 Peachtree St NE, Atlanta, GA","56","Census Tract 303.39","9/1/2019 - 9/30/2019, Weekdays, Daily Average",892,616,1289
"177","1230 Peachtree St NE, Atlanta, GA","57","Census Tract 303.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2000,1483,2697
"177","1230 Peachtree St NE, Atlanta, GA","59","Census Tract 303.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1938,1526,2460
"177","1230 Peachtree St NE, Atlanta, GA","61","Census Tract 303.13","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1860,1401,2468
"177","1230 Peachtree St NE, Atlanta, GA","62","Census Tract 304.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1116,818,1521
"177","1230 Peachtree St NE, Atlanta, GA","63","Census Tract 303.14","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1913,1615,2265
"177","1230 Peachtree St NE, Atlanta, GA","64","Census Tract 305.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1266,943,1698
"177","1230 Peachtree St NE, Atlanta, GA","65","Census Tract 307","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1732,1270,2360
"177","1230 Peachtree St NE, Atlanta, GA","67","Census Tract 308","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1348,1037,1751
"177","1230 Peachtree St NE, Atlanta, GA","68","Census Tract 309.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1852,1454,2358
"177","1230 Peachtree St NE, Atlanta, GA","69","Census Tract 309.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1494,1214,1838
"177","1230 Peachtree St NE, Atlanta, GA","74","Census Tract 310.04","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1773,1281,2453
"177","1230 Peachtree St NE, Atlanta, GA","75","Census Tract 310.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1953,1453,2623
"177","1230 Peachtree St NE, Atlanta, GA","76","Census Tract 219.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2048,1484,2824
"177","1230 Peachtree St NE, Atlanta, GA","78","Census Tract 303.27","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1967,1648,2347
"177","1230 Peachtree St NE, Atlanta, GA","79","Census Tract 311.08","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1408,1043,1899
"177","1230 Peachtree St NE, Atlanta, GA","80","Census Tract 311.11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1405,1054,1871
"177","1230 Peachtree St NE, Atlanta, GA","81","Census Tract 311.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1488,1107,1999
"177","1230 Peachtree St NE, Atlanta, GA","82","Census Tract 303.29","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1712,1442,2031
"177","1230 Peachtree St NE, Atlanta, GA","86","Census Tract 313.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1564,1200,2037
"177","1230 Peachtree St NE, Atlanta, GA","87","Census Tract 214.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",991,712,1378
"177","1230 Peachtree St NE, Atlanta, GA","89","Census Tract 220.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1490,1024,2167
"177","1230 Peachtree St NE, Atlanta, GA","91","Census Tract 220.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1955,1355,2819
"177","1230 Peachtree St NE, Atlanta, GA","94","Census Tract 236.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1974,1219,3195
"177","1230 Peachtree St NE, Atlanta, GA","96","Census Tract 215.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",554,354,866
"177","1230 Peachtree St NE, Atlanta, GA","97","Census Tract 216.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1069,732,1559
"177","1230 Peachtree St NE, Atlanta, GA","98","Census Tract 216.03","9/1/2019 - 9/30/2019, Weekdays, Daily Average",621,409,940
"177","1230 Peachtree St NE, Atlanta, GA","99","Census Tract 217.03","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1224,851,1759
"177","1230 Peachtree St NE, Atlanta, GA","100","Census Tract 224.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",712,496,1020
"177","1230 Peachtree St NE, Atlanta, GA","101","Census Tract 224.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",974,709,1337
"177","1230 Peachtree St NE, Atlanta, GA","102","Census Tract 224.03","9/1/2019 - 9/30/2019, Weekdays, Daily Average",986,703,1381
"177","1230 Peachtree St NE, Atlanta, GA","103","Census Tract 225","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1281,950,1726
"177","1230 Peachtree St NE, Atlanta, GA","104","Census Tract 237","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1345,891,2029
"177","1230 Peachtree St NE, Atlanta, GA","105","Census Tract 217.04","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1308,908,1883
"177","1230 Peachtree St NE, Atlanta, GA","106","Census Tract 217.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",897,645,1246
"177","1230 Peachtree St NE, Atlanta, GA","107","Census Tract 217.06","9/1/2019 - 9/30/2019, Weekdays, Daily Average",792,565,1109
"177","1230 Peachtree St NE, Atlanta, GA","108","Census Tract 218.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1645,1167,2318
"177","1230 Peachtree St NE, Atlanta, GA","109","Census Tract 226","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1424,1061,1910
"177","1230 Peachtree St NE, Atlanta, GA","110","Census Tract 227","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1354,961,1906
"177","1230 Peachtree St NE, Atlanta, GA","111","Census Tract 235.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1933,1441,2591
"177","1230 Peachtree St NE, Atlanta, GA","112","Census Tract 219.07","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2066,1481,2880
"177","1230 Peachtree St NE, Atlanta, GA","113","Census Tract 5","9/1/2019 - 9/30/2019, Weekdays, Daily Average",182,67,492
"177","1230 Peachtree St NE, Atlanta, GA","114","Census Tract 13","9/1/2019 - 9/30/2019, Weekdays, Daily Average",296,92,952
"177","1230 Peachtree St NE, Atlanta, GA","115","Census Tract 14","9/1/2019 - 9/30/2019, Weekdays, Daily Average",518,250,1072
"177","1230 Peachtree St NE, Atlanta, GA","116","Census Tract 15","9/1/2019 - 9/30/2019, Weekdays, Daily Average",639,362,1126
"177","1230 Peachtree St NE, Atlanta, GA","117","Census Tract 16","9/1/2019 - 9/30/2019, Weekdays, Daily Average",910,616,1342
"177","1230 Peachtree St NE, Atlanta, GA","118","Census Tract 18","9/1/2019 - 9/30/2019, Weekdays, Daily Average",717,452,1137
"177","1230 Peachtree St NE, Atlanta, GA","119","Census Tract 19","9/1/2019 - 9/30/2019, Weekdays, Daily Average",669,420,1064
"177","1230 Peachtree St NE, Atlanta, GA","120","Census Tract 36","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1287,912,1815
"177","1230 Peachtree St NE, Atlanta, GA","123","Census Tract 100.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",915,631,1324
"177","1230 Peachtree St NE, Atlanta, GA","124","Census Tract 100.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",887,611,1286
"177","1230 Peachtree St NE, Atlanta, GA","125","Census Tract 98.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",806,532,1220
"177","1230 Peachtree St NE, Atlanta, GA","126","Census Tract 68.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1736,1204,2501
"177","1230 Peachtree St NE, Atlanta, GA","131","Census Tract 97","9/1/2019 - 9/30/2019, Weekdays, Daily Average",690,437,1088
"177","1230 Peachtree St NE, Atlanta, GA","132","Census Tract 102.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1703,1227,2363
"177","1230 Peachtree St NE, Atlanta, GA","133","Census Tract 102.09","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1996,1401,2842
"177","1230 Peachtree St NE, Atlanta, GA","136","Census Tract 25","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1313,969,1777
"177","1230 Peachtree St NE, Atlanta, GA","137","Census Tract 103.04","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2229,1699,2923
"177","1230 Peachtree St NE, Atlanta, GA","138","Census Tract 71","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1963,1355,2842
"177","1230 Peachtree St NE, Atlanta, GA","139","Census Tract 105.13","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2036,1558,2659
"177","1230 Peachtree St NE, Atlanta, GA","140","Census Tract 105.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2023,1546,2646
"177","1230 Peachtree St NE, Atlanta, GA","141","Census Tract 72","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1336,983,1814
"177","1230 Peachtree St NE, Atlanta, GA","142","Census Tract 62","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1551,1110,2165
"177","1230 Peachtree St NE, Atlanta, GA","143","Census Tract 11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",152,52,436
"177","1230 Peachtree St NE, Atlanta, GA","144","Census Tract 73","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1314,967,1785
"177","1230 Peachtree St NE, Atlanta, GA","145","Census Tract 42","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1194,794,1793
"177","1230 Peachtree St NE, Atlanta, GA","146","Census Tract 91.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",361,207,626
"177","1230 Peachtree St NE, Atlanta, GA","147","Census Tract 89.04","9/1/2019 - 9/30/2019, Weekdays, Daily Average",585,352,970
"177","1230 Peachtree St NE, Atlanta, GA","148","Census Tract 116.11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1929,1412,2635
"177","1230 Peachtree St NE, Atlanta, GA","149","Census Tract 116.17","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2030,1478,2787
"177","1230 Peachtree St NE, Atlanta, GA","150","Census Tract 37","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1501,1092,2063
"177","1230 Peachtree St NE, Atlanta, GA","151","Census Tract 105.11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1729,1337,2235
"177","1230 Peachtree St NE, Atlanta, GA","153","Census Tract 116.15","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2899,2020,4159
"177","1230 Peachtree St NE, Atlanta, GA","156","Census Tract 114.25","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2282,1827,2849
"177","1230 Peachtree St NE, Atlanta, GA","157","Census Tract 116.13","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2385,1879,3026
"177","1230 Peachtree St NE, Atlanta, GA","158","Census Tract 114.20","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1586,1275,1971
"177","1230 Peachtree St NE, Atlanta, GA","159","Census Tract 116.20","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2865,2143,3829
"177","1230 Peachtree St NE, Atlanta, GA","160","Census Tract 116.14","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2543,1835,3522
"177","1230 Peachtree St NE, Atlanta, GA","161","Census Tract 116.21","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2228,1619,3065
"177","1230 Peachtree St NE, Atlanta, GA","162","Census Tract 116.19","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2079,1544,2798
"177","1230 Peachtree St NE, Atlanta, GA","163","Census Tract 116.23","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2421,1872,3130
"177","1230 Peachtree St NE, Atlanta, GA","164","Census Tract 102.11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1477,1094,1992
"177","1230 Peachtree St NE, Atlanta, GA","165","Census Tract 116.22","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2514,1978,3194
"177","1230 Peachtree St NE, Atlanta, GA","166","Census Tract 120","9/1/2019 - 9/30/2019, Weekdays, Daily Average",961,624,1479
"177","1230 Peachtree St NE, Atlanta, GA","167","Census Tract 6","9/1/2019 - 9/30/2019, Weekdays, Daily Average",547,318,938
"177","1230 Peachtree St NE, Atlanta, GA","168","Census Tract 17","9/1/2019 - 9/30/2019, Weekdays, Daily Average",636,380,1063
"177","1230 Peachtree St NE, Atlanta, GA","169","Census Tract 90","9/1/2019 - 9/30/2019, Weekdays, Daily Average",498,298,831
"177","1230 Peachtree St NE, Atlanta, GA","170","Census Tract 70.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1438,1030,2005
"177","1230 Peachtree St NE, Atlanta, GA","171","Census Tract 99","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1196,816,1751
"177","1230 Peachtree St NE, Atlanta, GA","172","Census Tract 103.03","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2141,1518,3018
"177","1230 Peachtree St NE, Atlanta, GA","173","Census Tract 105.14","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2104,1618,2735
"177","1230 Peachtree St NE, Atlanta, GA","174","Census Tract 110","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1476,1050,2074
"177","1230 Peachtree St NE, Atlanta, GA","175","Census Tract 1","9/1/2019 - 9/30/2019, Weekdays, Daily Average",389,237,635
"177","1230 Peachtree St NE, Atlanta, GA","176","Census Tract 2","9/1/2019 - 9/30/2019, Weekdays, Daily Average",235,120,457
"177","1230 Peachtree St NE, Atlanta, GA","177","Census Tract 4","9/1/2019 - 9/30/2019, Weekdays, Daily Average",225,85,591
"177","1230 Peachtree St NE, Atlanta, GA","179","Census Tract 502.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2330,1662,3266
"177","1230 Peachtree St NE, Atlanta, GA","187","Census Tract 505.37","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1693,1203,2381
"177","1230 Peachtree St NE, Atlanta, GA","191","Census Tract 505.48","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2377,1749,3230
"177","1230 Peachtree St NE, Atlanta, GA","193","Census Tract 505.23","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2114,1524,2930
"177","1230 Peachtree St NE, Atlanta, GA","195","Census Tract 502.16","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1998,1444,2763
"177","1230 Peachtree St NE, Atlanta, GA","236","Census Tract 29","9/1/2019 - 9/30/2019, Weekdays, Daily Average",762,480,1207
"177","1230 Peachtree St NE, Atlanta, GA","237","Census Tract 102.06","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1215,870,1695
"177","1230 Peachtree St NE, Atlanta, GA","238","Census Tract 101.06","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1595,1140,2231
"177","1230 Peachtree St NE, Atlanta, GA","239","Census Tract 102.04","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1298,942,1787
"177","1230 Peachtree St NE, Atlanta, GA","240","Census Tract 66.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1652,1193,2285
"177","1230 Peachtree St NE, Atlanta, GA","252","Census Tract 910.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2063,1548,2748
"177","1230 Peachtree St NE, Atlanta, GA","260","Census Tract 406.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2289,1678,3122
"177","1230 Peachtree St NE, Atlanta, GA","261","Census Tract 234.18","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2205,1615,3010
"177","1230 Peachtree St NE, Atlanta, GA","262","Census Tract 238.03","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1460,975,2184
"177","1230 Peachtree St NE, Atlanta, GA","268","Census Tract 403.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1886,1257,2827
"177","1230 Peachtree St NE, Atlanta, GA","273","Census Tract 406.11","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2308,1589,3352
"177","1230 Peachtree St NE, Atlanta, GA","274","Census Tract 402.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1586,1087,2313
"177","1230 Peachtree St NE, Atlanta, GA","276","Census Tract 405.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1699,1265,2280
"177","1230 Peachtree St NE, Atlanta, GA","281","Census Tract 221","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1849,1280,2670
"177","1230 Peachtree St NE, Atlanta, GA","282","Census Tract 238.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1726,1149,2591
"177","1230 Peachtree St NE, Atlanta, GA","283","Census Tract 404.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1618,1295,2020
"177","1230 Peachtree St NE, Atlanta, GA","285","Census Tract 405.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1780,1274,2486
"177","1230 Peachtree St NE, Atlanta, GA","306","Census Tract 406.09","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1638,1380,1942
"177","1230 Peachtree St NE, Atlanta, GA","309","Census Tract 312.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1472,1021,2121
"177","1230 Peachtree St NE, Atlanta, GA","311","Census Tract 312.09","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1279,925,1767
"177","1230 Peachtree St NE, Atlanta, GA","312","Census Tract 312.07","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1185,833,1684
"177","1230 Peachtree St NE, Atlanta, GA","313","Census Tract 312.08","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1196,839,1703
"177","1230 Peachtree St NE, Atlanta, GA","314","Census Tract 305.07","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1691,1333,2144
"177","1230 Peachtree St NE, Atlanta, GA","315","Census Tract 305.06","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1391,1025,1886
"177","1230 Peachtree St NE, Atlanta, GA","316","Census Tract 306.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1486,1123,1965
"177","1230 Peachtree St NE, Atlanta, GA","331","Census Tract 602.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2030,1627,2532
"177","1230 Peachtree St NE, Atlanta, GA","332","Census Tract 114.17","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2047,1587,2639
"177","1230 Peachtree St NE, Atlanta, GA","334","Census Tract 114.16","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2038,1609,2580
"177","1230 Peachtree St NE, Atlanta, GA","335","Census Tract 114.21","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1979,1557,2513
"177","1230 Peachtree St NE, Atlanta, GA","338","Census Tract 116.18","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2026,1505,2726
"177","1230 Peachtree St NE, Atlanta, GA","339","Census Tract 116.25","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2147,1662,2772
"177","1230 Peachtree St NE, Atlanta, GA","340","Census Tract 116.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1981,1531,2562
"177","1230 Peachtree St NE, Atlanta, GA","341","Census Tract 77.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2209,1484,3287
"177","1230 Peachtree St NE, Atlanta, GA","342","Census Tract 96.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",947,676,1325
"177","1230 Peachtree St NE, Atlanta, GA","343","Census Tract 96.03","9/1/2019 - 9/30/2019, Weekdays, Daily Average",797,571,1110
"177","1230 Peachtree St NE, Atlanta, GA","344","Census Tract 98.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",654,417,1023
"177","1230 Peachtree St NE, Atlanta, GA","345","Census Tract 101.19","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1751,1232,2487
"177","1230 Peachtree St NE, Atlanta, GA","346","Census Tract 101.21","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1569,1081,2276
"177","1230 Peachtree St NE, Atlanta, GA","347","Census Tract 101.23","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1518,1080,2132
"177","1230 Peachtree St NE, Atlanta, GA","350","Census Tract 503.08","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1783,1356,2343
"177","1230 Peachtree St NE, Atlanta, GA","351","Census Tract 503.06","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1228,846,1781
"177","1230 Peachtree St NE, Atlanta, GA","352","Census Tract 503.09","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1933,1471,2539
"177","1230 Peachtree St NE, Atlanta, GA","353","Census Tract 503.10","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1665,1245,2226
"177","1230 Peachtree St NE, Atlanta, GA","354","Census Tract 503.13","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1428,997,2043
"177","1230 Peachtree St NE, Atlanta, GA","355","Census Tract 228","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1556,1184,2043
"177","1230 Peachtree St NE, Atlanta, GA","356","Census Tract 229","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1673,1256,2228
"177","1230 Peachtree St NE, Atlanta, GA","357","Census Tract 214.12","9/1/2019 - 9/30/2019, Weekdays, Daily Average",981,713,1348
"177","1230 Peachtree St NE, Atlanta, GA","358","Census Tract 236.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1667,1222,2272
"177","1230 Peachtree St NE, Atlanta, GA","359","Census Tract 213.07","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1027,726,1450
"177","1230 Peachtree St NE, Atlanta, GA","360","Census Tract 211.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1162,829,1627
"177","1230 Peachtree St NE, Atlanta, GA","361","Census Tract 214.15","9/1/2019 - 9/30/2019, Weekdays, Daily Average",781,516,1181
"177","1230 Peachtree St NE, Atlanta, GA","362","Census Tract 214.17","9/1/2019 - 9/30/2019, Weekdays, Daily Average",772,523,1138
"177","1230 Peachtree St NE, Atlanta, GA","363","Census Tract 213.05","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1553,1140,2115
"177","1230 Peachtree St NE, Atlanta, GA","364","Census Tract 503.14","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1475,1036,2099
"177","1230 Peachtree St NE, Atlanta, GA","366","Census Tract 114.22","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1869,1312,2661
"177","1230 Peachtree St NE, Atlanta, GA","367","Census Tract 114.24","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2273,1836,2813
"177","1230 Peachtree St NE, Atlanta, GA","368","Census Tract 116.26","9/1/2019 - 9/30/2019, Weekdays, Daily Average",2422,1896,3093
"177","1230 Peachtree St NE, Atlanta, GA","369","Census Tract 119","9/1/2019 - 9/30/2019, Weekdays, Daily Average",866,559,1339
"177","1230 Peachtree St NE, Atlanta, GA","370","Census Tract 230","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1922,1519,2431
"177","1230 Peachtree St NE, Atlanta, GA","371","Census Tract 231.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1571,1184,2084
"177","1230 Peachtree St NE, Atlanta, GA","372","Census Tract 231.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1715,1361,2160
"177","1230 Peachtree St NE, Atlanta, GA","373","Census Tract 213.06","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1212,889,1651
"177","1230 Peachtree St NE, Atlanta, GA","374","Census Tract 213.08","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1062,746,1509
